recommendation,stateless,0.996,0.997,0.9938

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.94,0.94
query_result,stateless,0.92,0.94,0.92
recommendation,stateful,0.991,0.996,0.9875
recommendation,stateless,0.993,0.994,0.9917

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.92,0.92
query_result,stateless,0.92,0.94,0.92
recommendation,stateful,0.992,0.991,0.9927
recommendation,stateless,0.996,0.989,0.9917

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.92,0.9
query_result,stateless,0.92,0.92,0.92
recommendation,stateful,0.988,0.9942,0.992
recommendation,stateless,0.9971,0.9971,0.995

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.9,0.92
query_result,stateless,0.92,0.92,0.92
recommendation,stateful,0.9979,0.994,0.9979
recommendation,stateless,0.99,0.993,0.9958

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.92,0.94
query_result,stateless,0.94,0.94,0.94
recommendation,stateful,1.0,0.9948,0.9957
recommendation,stateless,0.997,0.9906,0.991

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.92,0.96
query_result,stateless,0.96,0.96,0.94
recommendation,stateful,0.9935,0.999,0.9837
recommendation,stateless,0.993,0.9938,0.9906

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.92,0.92
query_result,stateless,0.94,0.92,0.94
recommendation,stateful,0.9906,0.9927,0.9891
recommendation,stateless,0.9917,0.9938,0.9917

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.94
query_result,stateless,0.94,0.9,0.94
recommendation,stateful,0.9969,0.9917,0.9978
recommendation,stateless,0.9958,0.9948,0.988

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.92
query_result,stateless,0.92,0.94,0.94
recommendation,stateful,0.9948,0.999,0.994
recommendation,stateless,0.9981,0.996,0.9962

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.92,0.94
query_result,stateless,0.92,0.92,0.94
recommendation,stateful,0.999,0.9971,0.992
recommendation,stateless,0.9962,0.9923,0.996

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.9,0.88,0.9
query_result,stateless,0.9,0.88,0.88
recommendation,stateful,0.9844,0.994,0.9938
recommendation,stateless,0.992,0.995,0.995

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9955,0.9979,0.9932
recommendation,stateless,0.9948,0.9989,0.9935

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.994,0.9957,0.9917
recommendation,stateless,0.9932,0.9932,0.9976

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.96,0.94
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,1.0,0.9952,0.9875
recommendation,stateless,0.994,0.9952,0.9975

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.94,0.94
query_result,stateless,0.92,0.94,0.94
recommendation,stateful,0.9977,0.9957,0.9909
recommendation,stateless,0.9896,0.9978,0.9957

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.92,0.92,0.9
query_result,stateless,0.92,0.9,0.9
recommendation,stateful,0.994,0.9932,0.9932
recommendation,stateless,0.9977,0.9905,0.9977

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.94
query_result,stateless,0.94,0.94,0.94
recommendation,stateful,0.9921,0.9975,0.9925
recommendation,stateless,0.9988,0.9938,0.9975

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9975,0.9964,0.995
recommendation,stateless,0.9975,0.9962,0.9963

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9908,0.9975,0.9855
recommendation,stateless,0.9921,0.9934,0.9934

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.94
query_result,stateless,0.94,0.94,0.94
recommendation,stateful,0.9947,0.9962,0.99
recommendation,stateless,0.9962,0.9975,0.995

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.92
query_result,stateless,0.92,0.94,0.94
recommendation,stateful,0.9972,0.9961,0.9895
recommendation,stateless,0.9934,0.9921,0.9974

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9925,0.9905,0.9912
recommendation,stateless,1.0,0.9925,0.9913

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.98,0.98,0.98
query_result,stateless,0.98,0.98,0.98
recommendation,stateful,0.9913,0.9917,0.9925
recommendation,stateless,0.9913,0.9862,0.9938

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9895,0.9898,0.9862
recommendation,stateless,0.9938,0.9929,0.9925

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.98,0.94,0.98
query_result,stateless,0.98,0.94,0.92
recommendation,stateful,0.9908,0.9924,0.9962
recommendation,stateless,0.9925,0.9955,0.9925

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.94,0.96
query_result,stateless,0.96,0.94,0.96
recommendation,stateful,0.9934,0.9932,0.99
recommendation,stateless,0.9974,0.9917,0.9925

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9934,0.9869,0.9925
recommendation,stateless,0.995,0.9917,0.995

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9947,0.9938,0.9938
recommendation,stateless,0.995,0.99,0.9913

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.98,0.98,0.98
query_result,stateless,0.98,0.98,0.98
recommendation,stateful,0.9764,0.9513,0.9669
recommendation,stateless,0.9697,0.9539,0.9763

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.94,0.94,0.94
query_result,stateless,0.94,0.94,0.94
recommendation,stateful,0.9838,0.9736,0.9803
recommendation,stateless,0.9708,0.9681,0.975

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.96,0.96
query_result,stateless,0.96,0.96,0.96
recommendation,stateful,0.9903,0.9938,0.9903
recommendation,stateless,0.9958,0.9958,0.9868

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.98,1.0
query_result,stateless,0.98,0.98,0.96
recommendation,stateful,0.9967,0.9967,0.9984
recommendation,stateless,1.0,0.9983,0.9969

,,the_donald,enoughtrumpspam,blank
query_result,stateful,0.96,0.98,0.98
query_result,stateless,0.98,0.98,0.96
recommendation,stateful,0.9979,0.9896,0.9979
recommendation,stateless,0.9896,0.9958,0.9904

,,the_donald,enoughtrumpspam,blank
query_result,stateful,1.0,0.98,0.98
query_result,stateless,0.98,0.98,1.0
recommendation,stateful,0.9865,0.99,0.9983
recommendation,stateless,0.9883,0.9933,0.9911

